wstudent_id,question_id,score,max_score
S0233,Q9,3,10
S0233,Q10,3,10
S0234,Q1,5,10
S0234,Q2,9,10
S0234,Q3,3,10
S0234,Q4,0,10
S0234,Q5,4,10
S0234,Q6,4,10
S0234,Q7,6,10
S0234,Q8,1,10
S0234,Q9,6,10
S0234,Q10,7,10
S0235,Q1,5,10
S0235,Q2,6,10
S0235,Q3,8,10
S0235,Q4,5,10
S0235,Q5,4,10
S0235,Q6,6,10
S0235,Q7,8,10
S0235,Q8,5,10
S0235,Q9,8,10
S0235,Q10,5,10
S0236,Q1,5,10
S0236,Q2,1,10
S0236,Q3,4,10
S0236,Q4,8,10
S0236,Q5,7,10
S0236,Q6,1,10
S0236,Q7,5,10
S0236,Q8,2,10
S0236,Q9,1,10
S0236,Q10,3,10
S0237,Q1,7,10
S0237,Q2,2,10
S0237,Q3,3,10
S0237,Q4,7,10
S0237,Q5,6,10
S0237,Q6,0,10
S0237,Q7,3,10
S0237,Q8,8,10
S0237,Q9,6,10
S0237,Q10,4,10
S0238,Q1,5,10
S0238,Q2,6,10
S0238,Q3,3,10
S0238,Q4,3,10
S0238,Q5,4,10
S0238,Q6,0,10
S0238,Q7,3,10
S0238,Q8,6,10
S0238,Q9,5,10
S0238,Q10,4,10
S0239,Q1,8,10
S0239,Q2,6,10
S0239,Q3,4,10
S0239,Q4,5,10
S0239,Q5,5,10
S0239,Q6,3,10
S0239,Q7,5,10
S0239,Q8,5,10
S0239,Q9,3,10
S0239,Q10,2,10
S0240,Q1,2,10
S0240,Q2,6,10
S0240,Q3,9,10
S0240,Q4,0,10
S0240,Q5,1,10
S0240,Q6,4,10
S0240,Q7,3,10
S0240,Q8,2,10
S0240,Q9,2,10
S0240,Q10,5,10
S0241,Q1,1,10
S0241,Q2,5,10
S0241,Q3,6,10
S0241,Q4,5,10
S0241,Q5,2,10
S0241,Q6,7,10
S0241,Q7,6,10
S0241,Q8,1,10
S0241,Q9,2,10
S0241,Q10,5,10
S0242,Q1,7,10
S0242,Q2,5,10
S0242,Q3,3,10
S0242,Q4,8,10
S0242,Q5,5,10
S0242,Q6,2,10
S0242,Q7,2,10
S0242,Q8,5,10
S0242,Q9,2,10
S0242,Q10,4,10
S0243,Q1,4,10
S0243,Q2,8,10
S0243,Q3,6,10
S0243,Q4,9,10
S0243,Q5,7,10
S0243,Q6,3,10
S0243,Q7,2,10
S0243,Q8,1,10
S0243,Q9,8,10
S0243,Q10,4,10
S0244,Q1,3,10
S0244,Q2,2,10
S0244,Q3,6,10
S0244,Q4,7,10
S0244,Q5,7,10
S0244,Q6,6,10
S0244,Q7,3,10
S0244,Q8,3,10
S0244,Q9,4,10
S0244,Q10,9,10
S0245,Q1,3,10
S0245,Q2,0,10
S0245,Q3,0,10
S0245,Q4,4,10
S0245,Q5,5,10
S0245,Q6,6,10
S0245,Q7,1,10
S0245,Q8,3,10
S0245,Q9,5,10
S0245,Q10,0,10
S0246,Q1,5,10
S0246,Q2,9,10
S0246,Q3,6,10
S0246,Q4,9,10
S0246,Q5,2,10
S0246,Q6,0,10
S0246,Q7,6,10
S0246,Q8,4,10
S0246,Q9,1,10
S0246,Q10,7,10
S0247,Q1,5,10
S0247,Q2,5,10
S0247,Q3,1,10
S0247,Q4,4,10
S0247,Q5,6,10
S0247,Q6,5,10
S0247,Q7,3,10
S0247,Q8,2,10
S0247,Q9,2,10
S0247,Q10,3,10
S0248,Q1,5,10
S0248,Q2,6,10
S0248,Q3,8,10
S0248,Q4,4,10
S0248,Q5,7,10
S0248,Q6,2,10
S0248,Q7,6,10
S0248,Q8,7,10
S0248,Q9,5,10
S0248,Q10,6,10
S0249,Q1,3,10
S0249,Q2,2,10
S0249,Q3,4,10
S0249,Q4,3,10
S0249,Q5,6,10
S0249,Q6,0,10
S0249,Q7,6,10
S0249,Q8,5,10
S0249,Q9,3,10
S0249,Q10,4,10
S0250,Q1,7,10
S0250,Q2,8,10
S0250,Q3,8,10
S0250,Q4,5,10
S0250,Q5,8,10
S0250,Q6,1,10
S0250,Q7,4,10
S0250,Q8,4,10
S0250,Q9,9,10
S0250,Q10,4,10
S0251,Q1,1,10
S0251,Q2,5,10
S0251,Q3,4,10
S0251,Q4,5,10
S0251,Q5,4,10
S0251,Q6,6,10
S0251,Q7,4,10
S0251,Q8,4,10
S0251,Q9,8,10
S0251,Q10,4,10
S0252,Q1,8,10
S0252,Q2,3,10
S0252,Q3,6,10
S0252,Q4,1,10
S0252,Q5,7,10
S0252,Q6,5,10
S0252,Q7,3,10
S0252,Q8,6,10
S0252,Q9,8,10
S0252,Q10,4,10
S0253,Q1,4,10
S0253,Q2,6,10
S0253,Q3,1,10
S0253,Q4,4,10
S0253,Q5,8,10
S0253,Q6,7,10
S0253,Q7,4,10
S0253,Q8,5,10
S0253,Q9,5,10
S0253,Q10,7,10
S0254,Q1,3,10
S0254,Q2,3,10
S0254,Q3,2,10
S0254,Q4,3,10
S0254,Q5,2,10
S0254,Q6,2,10
S0254,Q7,2,10
S0254,Q8,3,10
S0254,Q9,0,10
S0254,Q10,0,10
S0255,Q1,6,10
S0255,Q2,7,10
S0255,Q3,4,10
S0255,Q4,3,10
S0255,Q5,4,10
S0255,Q6,3,10
S0255,Q7,3,10
S0255,Q8,3,10
S0255,Q9,3,10
S0255,Q10,3,10
S0256,Q1,3,10
S0256,Q2,3,10
S0256,Q3,6,10
S0256,Q4,5,10
S0256,Q5,3,10
S0256,Q6,3,10
S0256,Q7,7,10
S0256,Q8,2,10
S0256,Q9,2,10
S0256,Q10,1,10
S0257,Q1,6,10
S0257,Q2,6,10
S0257,Q3,1,10
S0257,Q4,3,10
S0257,Q5,7,10
S0257,Q6,4,10
S0257,Q7,5,10
S0257,Q8,4,10
S0257,Q9,2,10
S0257,Q10,2,10
S0258,Q1,7,10
S0258,Q2,2,10
S0258,Q3,1,10
S0258,Q4,5,10
S0258,Q5,7,10
S0258,Q6,8,10
S0258,Q7,7,10
S0258,Q8,8,10
S0258,Q9,7,10
S0258,Q10,4,10
S0259,Q1,2,10
S0259,Q2,6,10
S0259,Q3,4,10
S0259,Q4,3,10
S0259,Q5,2,10
S0259,Q6,6,10
S0259,Q7,7,10
S0259,Q8,6,10
S0259,Q9,5,10
S0259,Q10,4,10
S0260,Q1,1,10
S0260,Q2,1,10
S0260,Q3,4,10
S0260,Q4,2,10
S0260,Q5,8,10
S0260,Q6,1,10
S0260,Q7,5,10
S0260,Q8,2,10
S0260,Q9,4,10
S0260,Q10,7,10
S0261,Q1,6,10
S0261,Q2,6,10
S0261,Q3,4,10
S0261,Q4,9,10
S0261,Q5,4,10
S0261,Q6,5,10
S0261,Q7,8,10
S0261,Q8,1,10
S0261,Q9,8,10
S0261,Q10,0,10
S0262,Q1,7,10
S0262,Q2,6,10
S0262,Q3,4,10
S0262,Q4,7,10
S0262,Q5,5,10
S0262,Q6,4,10
S0262,Q7,8,10
S0262,Q8,8,10
S0262,Q9,6,10
S0262,Q10,2,10
S0263,Q1,3,10
S0263,Q2,4,10
S0263,Q3,4,10
S0263,Q4,6,10
S0263,Q5,4,10
S0263,Q6,7,10
S0263,Q7,2,10
S0263,Q8,5,10
S0263,Q9,1,10
S0263,Q10,4,10
S0264,Q1,1,10
S0264,Q2,7,10
S0264,Q3,4,10
S0264,Q4,7,10
S0264,Q5,4,10
S0264,Q6,3,10
S0264,Q7,4,10
S0264,Q8,3,10
S0264,Q9,1,10
S0264,Q10,5,10
S0265,Q1,6,10
S0265,Q2,3,10
S0265,Q3,9,10
S0265,Q4,4,10
S0265,Q5,4,10
S0265,Q6,4,10
S0265,Q7,2,10
S0265,Q8,5,10
S0265,Q9,5,10
S0265,Q10,4,10
S0266,Q1,3,10
S0266,Q2,2,10
S0266,Q3,4,10
S0266,Q4,2,10
S0266,Q5,8,10
S0266,Q6,3,10
S0266,Q7,3,10
S0266,Q8,5,10
S0266,Q9,1,10
S0266,Q10,7,10
S0267,Q1,4,10
S0267,Q2,5,10
S0267,Q3,1,10
S0267,Q4,4,10
S0267,Q5,5,10
S0267,Q6,3,10
S0267,Q7,4,10
S0267,Q8,6,10
S0267,Q9,8,10
S0267,Q10,3,10
S0268,Q1,2,10
S0268,Q2,6,10
S0268,Q3,3,10
S0268,Q4,7,10
S0268,Q5,4,10
S0268,Q6,4,10
S0268,Q7,2,10
S0268,Q8,6,10
S0268,Q9,7,10
S0268,Q10,3,10
S0269,Q1,2,10
S0269,Q2,7,10
S0269,Q3,7,10
S0269,Q4,2,10
S0269,Q5,4,10
S0269,Q6,7,10
S0269,Q7,5,10
S0269,Q8,3,10
S0269,Q9,8,10
S0269,Q10,9,10
S0270,Q1,3,10
S0270,Q2,4,10
S0270,Q3,9,10
S0270,Q4,7,10
S0270,Q5,4,10
S0270,Q6,1,10
S0270,Q7,7,10
S0270,Q8,3,10
S0270,Q9,5,10
S0270,Q10,2,10
S0271,Q1,5,10
S0271,Q2,6,10
S0271,Q3,7,10
S0271,Q4,3,10
S0271,Q5,4,10
S0271,Q6,3,10
S0271,Q7,6,10
S0271,Q8,9,10
S0271,Q9,2,10
S0271,Q10,4,10
S0272,Q1,7,10
S0272,Q2,4,10
S0272,Q3,8,10
S0272,Q4,6,10
S0272,Q5,8,10
S0272,Q6,3,10
S0272,Q7,8,10
S0272,Q8,9,10
S0272,Q9,4,10
S0272,Q10,3,10
S0273,Q1,2,10
S0273,Q2,2,10
S0273,Q3,5,10
S0273,Q4,7,10
S0273,Q5,6,10
S0273,Q6,1,10
S0273,Q7,3,10
S0273,Q8,7,10
S0273,Q9,6,10
S0273,Q10,4,10
S0274,Q1,7,10
S0274,Q2,1,10
S0274,Q3,0,10
S0274,Q4,8,10
S0274,Q5,3,10
S0274,Q6,2,10
S0274,Q7,1,10
S0274,Q8,8,10
S0274,Q9,1,10
S0274,Q10,3,10
S0275,Q1,6,10
S0275,Q2,1,10
S0275,Q3,3,10
S0275,Q4,7,10
S0275,Q5,9,10
S0275,Q6,1,10
S0275,Q7,3,10
S0275,Q8,0,10
S0275,Q9,5,10
S0275,Q10,7,10
S0276,Q1,4,10
S0276,Q2,4,10
S0276,Q3,5,10
S0276,Q4,4,10
S0276,Q5,2,10
S0276,Q6,9,10
S0276,Q7,2,10
S0276,Q8,5,10
S0276,Q9,5,10
S0276,Q10,7,10
S0277,Q1,6,10
S0277,Q2,5,10
S0277,Q3,5,10
S0277,Q4,4,10
S0277,Q5,4,10
S0277,Q6,3,10
S0277,Q7,7,10
S0277,Q8,5,10
S0277,Q9,6,10
S0277,Q10,1,10
S0278,Q1,5,10
S0278,Q2,9,10
S0278,Q3,1,10
S0278,Q4,3,10
S0278,Q5,4,10
S0278,Q6,3,10
S0278,Q7,4,10
S0278,Q8,1,10
S0278,Q9,5,10
S0278,Q10,5,10
S0279,Q1,4,10
S0279,Q2,4,10
S0279,Q3,0,10
S0279,Q4,0,10
S0279,Q5,8,10
S0279,Q6,9,10
S0279,Q7,7,10
S0279,Q8,4,10
S0279,Q9,6,10
S0279,Q10,2,10
S0280,Q1,5,10
S0280,Q2,7,10
S0280,Q3,3,10
S0280,Q4,7,10
S0280,Q5,4,10
S0280,Q6,5,10
S0280,Q7,9,10
S0280,Q8,7,10
S0280,Q9,2,10
S0280,Q10,8,10
S0281,Q1,7,10
S0281,Q2,4,10
S0281,Q3,7,10
S0281,Q4,7,10
S0281,Q5,4,10
S0281,Q6,7,10
S0281,Q7,7,10
S0281,Q8,6,10
S0281,Q9,5,10
S0281,Q10,3,10
S0282,Q1,0,10
S0282,Q2,9,10
S0282,Q3,2,10
S0282,Q4,3,10
S0282,Q5,9,10
S0282,Q6,3,10
S0282,Q7,7,10
S0282,Q8,0,10
S0282,Q9,8,10
S0282,Q10,8,10
S0283,Q1,0,10
S0283,Q2,6,10
S0283,Q3,6,10
S0283,Q4,5,10
S0283,Q5,6,10
S0283,Q6,6,10
S0283,Q7,3,10
S0283,Q8,4,10
S0283,Q9,4,10
S0283,Q10,4,10
S0284,Q1,7,10
S0284,Q2,6,10
S0284,Q3,9,10
S0284,Q4,9,10
S0284,Q5,9,10
S0284,Q6,4,10
S0284,Q7,3,10
S0284,Q8,9,10
S0284,Q9,2,10
S0284,Q10,7,10
S0285,Q1,1,10
S0285,Q2,2,10
S0285,Q3,7,10
S0285,Q4,7,10
S0285,Q5,9,10
S0285,Q6,3,10
S0285,Q7,3,10
S0285,Q8,5,10
S0285,Q9,7,10
S0285,Q10,2,10
S0286,Q1,3,10
S0286,Q2,5,10
S0286,Q3,6,10
S0286,Q4,6,10
S0286,Q5,8,10
S0286,Q6,9,10
S0286,Q7,7,10
S0286,Q8,7,10
S0286,Q9,7,10
S0286,Q10,5,10
S0287,Q1,5,10
S0287,Q2,4,10
S0287,Q3,5,10
S0287,Q4,8,10
S0287,Q5,4,10
S0287,Q6,1,10
S0287,Q7,5,10
S0287,Q8,4,10
S0287,Q9,6,10
S0287,Q10,3,10
S0288,Q1,1,10
S0288,Q2,4,10
S0288,Q3,4,10
S0288,Q4,5,10
S0288,Q5,7,10
S0288,Q6,1,10
S0288,Q7,3,10
S0288,Q8,7,10
S0288,Q9,5,10
S0288,Q10,3,10
S0289,Q1,3,10
S0289,Q2,5,10
S0289,Q3,3,10
S0289,Q4,7,10
S0289,Q5,3,10
S0289,Q6,8,10
S0289,Q7,2,10
S0289,Q8,3,10
S0289,Q9,5,10
S0289,Q10,2,10
S0290,Q1,8,10
S0290,Q2,5,10
S0290,Q3,7,10
S0290,Q4,7,10
S0290,Q5,3,10
S0290,Q6,7,10
S0290,Q7,4,10
S0290,Q8,2,10
S0290,Q9,4,10
S0290,Q10,4,10
S0291,Q1,2,10
S0291,Q2,5,10
S0291,Q3,3,10
S0291,Q4,6,10
S0291,Q5,5,10
S0291,Q6,2,10
S0291,Q7,4,10
S0291,Q8,6,10
S0291,Q9,8,10
S0291,Q10,1,10
S0292,Q1,3,10
S0292,Q2,4,10
S0292,Q3,4,10
S0292,Q4,1,10
S0292,Q5,2,10
S0292,Q6,6,10
S0292,Q7,8,10
S0292,Q8,3,10
S0292,Q9,2,10
S0292,Q10,7,10
S0293,Q1,2,10
S0293,Q2,6,10
S0293,Q3,4,10
S0293,Q4,7,10
S0293,Q5,6,10
S0293,Q6,1,10
S0293,Q7,3,10
S0293,Q8,5,10
S0293,Q9,7,10
S0293,Q10,7,10
S0294,Q1,2,10
S0294,Q2,7,10
S0294,Q3,2,10
S0294,Q4,2,10
S0294,Q5,7,10
S0294,Q6,6,10
S0294,Q7,2,10
S0294,Q8,3,10
S0294,Q9,2,10
S0294,Q10,6,10
S0295,Q1,3,10
S0295,Q2,2,10
S0295,Q3,6,10
S0295,Q4,5,10
S0295,Q5,3,10
S0295,Q6,8,10
S0295,Q7,3,10
S0295,Q8,5,10
S0295,Q9,6,10
S0295,Q10,4,10
S0296,Q1,4,10
S0296,Q2,5,10
S0296,Q3,7,10
S0296,Q4,7,10
S0296,Q5,2,10
S0296,Q6,7,10
S0296,Q7,6,10
S0296,Q8,2,10
S0296,Q9,2,10
S0296,Q10,1,10
S0297,Q1,4,10
S0297,Q2,0,10
S0297,Q3,6,10
S0297,Q4,2,10
S0297,Q5,3,10
S0297,Q6,6,10
S0297,Q7,6,10
S0297,Q8,6,10
S0297,Q9,9,10
S0297,Q10,1,10
S0298,Q1,3,10
S0298,Q2,3,10
S0298,Q3,5,10
S0298,Q4,5,10
S0298,Q5,1,10
S0298,Q6,0,10
S0298,Q7,0,10
S0298,Q8,8,10
S0298,Q9,6,10
S0298,Q10,2,10
S0299,Q1,0,10
S0299,Q2,0,10
S0299,Q3,8,10
S0299,Q4,3,10
S0299,Q5,8,10
S0299,Q6,3,10
S0299,Q7,2,10
S0299,Q8,5,10
S0299,Q9,1,10
S0299,Q10,3,10
S0300,Q1,7,10
S0300,Q2,6,10
S0300,Q3,2,10
S0300,Q4,7,10
S0300,Q5,6,10
S0300,Q6,9,10
S0300,Q7,1,10
S0300,Q8,2,10
S0300,Q9,5,10
S0300,Q10,5,10
S0301,Q1,4,10
S0301,Q2,3,10
S0301,Q3,2,10
S0301,Q4,3,10
S0301,Q5,3,10
S0301,Q6,7,10
S0301,Q7,6,10
S0301,Q8,2,10
S0301,Q9,3,10
S0301,Q10,5,10
S0302,Q1,5,10
S0302,Q2,6,10
S0302,Q3,2,10
S0302,Q4,7,10
S0302,Q5,6,10
S0302,Q6,7,10
S0302,Q7,5,10
S0302,Q8,3,10
S0302,Q9,3,10
S0302,Q10,2,10
S0303,Q1,7,10
S0303,Q2,6,10
S0303,Q3,8,10
S0303,Q4,4,10
S0303,Q5,6,10
S0303,Q6,4,10
S0303,Q7,9,10
S0303,Q8,8,10
S0303,Q9,7,10
S0303,Q10,3,10
S0304,Q1,4,10
S0304,Q2,1,10
S0304,Q3,6,10
S0304,Q4,9,10
S0304,Q5,3,10
S0304,Q6,6,10
S0304,Q7,3,10
S0304,Q8,5,10
S0304,Q9,4,10
S0304,Q10,3,10
S0305,Q1,0,10
S0305,Q2,8,10
S0305,Q3,3,10
S0305,Q4,7,10
S0305,Q5,3,10
S0305,Q6,3,10
S0305,Q7,7,10
S0305,Q8,3,10
S0305,Q9,1,10
S0305,Q10,4,10
S0306,Q1,1,10
S0306,Q2,7,10
S0306,Q3,5,10
S0306,Q4,5,10
S0306,Q5,4,10
S0306,Q6,4,10
S0306,Q7,3,10
S0306,Q8,5,10
S0306,Q9,4,10
S0306,Q10,3,10
S0307,Q1,5,10
S0307,Q2,3,10
S0307,Q3,3,10
S0307,Q4,2,10
S0307,Q5,6,10
S0307,Q6,2,10
S0307,Q7,8,10
S0307,Q8,3,10
S0307,Q9,8,10
S0307,Q10,2,10
S0308,Q1,7,10
S0308,Q2,5,10
S0308,Q3,3,10
S0308,Q4,8,10
S0308,Q5,7,10
S0308,Q6,5,10
S0308,Q7,5,10
S0308,Q8,5,10
S0308,Q9,7,10
S0308,Q10,5,10
S0309,Q1,3,10
S0309,Q2,6,10
S0309,Q3,3,10
S0309,Q4,2,10
S0309,Q5,7,10
S0309,Q6,5,10
S0309,Q7,6,10
S0309,Q8,2,10
S0309,Q9,2,10
S0309,Q10,8,10
S0310,Q1,9,10
S0310,Q2,5,10
S0310,Q3,8,10
S0310,Q4,2,10
S0310,Q5,2,10
S0310,Q6,2,10
S0310,Q7,8,10
S0310,Q8,5,10
S0310,Q9,8,10
S0310,Q10,9,10
S0311,Q1,4,10
S0311,Q2,4,10
S0311,Q3,7,10
S0311,Q4,8,10
S0311,Q5,1,10
S0311,Q6,7,10
S0311,Q7,5,10
S0311,Q8,8,10
S0311,Q9,1,10
S0311,Q10,7,10
S0312,Q1,6,10
S0312,Q2,5,10
S0312,Q3,4,10
S0312,Q4,2,10
S0312,Q5,4,10
S0312,Q6,6,10
S0312,Q7,8,10
S0312,Q8,6,10
S0312,Q9,6,10
S0312,Q10,3,10
S0313,Q1,4,10
S0313,Q2,3,10
S0313,Q3,7,10
S0313,Q4,2,10
S0313,Q5,7,10
S0313,Q6,6,10
S0313,Q7,9,10
S0313,Q8,4,10
S0313,Q9,8,10
S0313,Q10,5,10
S0314,Q1,5,10
S0314,Q2,4,10
S0314,Q3,0,10
S0314,Q4,6,10
S0314,Q5,4,10
S0314,Q6,6,10
S0314,Q7,3,10
S0314,Q8,2,10
S0314,Q9,3,10
S0314,Q10,5,10
S0315,Q1,0,10
S0315,Q2,3,10
S0315,Q3,7,10
S0315,Q4,2,10
S0315,Q5,2,10
S0315,Q6,6,10
S0315,Q7,3,10
S0315,Q8,6,10
S0315,Q9,6,10
S0315,Q10,7,10
S0316,Q1,7,10
S0316,Q2,6,10
S0316,Q3,6,10
S0316,Q4,3,10
S0316,Q5,6,10
S0316,Q6,4,10
S0316,Q7,7,10
S0316,Q8,3,10
S0316,Q9,0,10
S0316,Q10,6,10
S0317,Q1,0,10
S0317,Q2,5,10
S0317,Q3,1,10
S0317,Q4,6,10
S0317,Q5,1,10
S0317,Q6,3,10
S0317,Q7,4,10
S0317,Q8,7,10
S0317,Q9,5,10
S0317,Q10,5,10
S0318,Q1,0,10
S0318,Q2,8,10
S0318,Q3,2,10
S0318,Q4,4,10
S0318,Q5,2,10
S0318,Q6,1,10
S0318,Q7,2,10
S0318,Q8,1,10
S0318,Q9,7,10
S0318,Q10,1,10
S0319,Q1,5,10
S0319,Q2,6,10
S0319,Q3,4,10
S0319,Q4,1,10
S0319,Q5,7,10
S0319,Q6,5,10
S0319,Q7,4,10
S0319,Q8,1,10
S0319,Q9,2,10
S0319,Q10,8,10
S0320,Q1,0,10
S0320,Q2,0,10
S0320,Q3,8,10
S0320,Q4,2,10
S0320,Q5,2,10
S0320,Q6,4,10
S0320,Q7,4,10
S0320,Q8,2,10
S0320,Q9,5,10
S0320,Q10,6,10
S0321,Q1,7,10
S0321,Q2,1,10
S0321,Q3,7,10
S0321,Q4,3,10
S0321,Q5,2,10
S0321,Q6,0,10
S0321,Q7,4,10
S0321,Q8,5,10
S0321,Q9,7,10
S0321,Q10,5,10
S0322,Q1,9,10
S0322,Q2,7,10
S0322,Q3,1,10
S0322,Q4,1,10
S0322,Q5,8,10
S0322,Q6,7,10
S0322,Q7,6,10
S0322,Q8,7,10
S0322,Q9,6,10
S0322,Q10,5,10
S0323,Q1,4,10
S0323,Q2,2,10
S0323,Q3,5,10
S0323,Q4,6,10
S0323,Q5,3,10
S0323,Q6,0,10
S0323,Q7,7,10
S0323,Q8,6,10
S0323,Q9,3,10
S0323,Q10,1,10
S0324,Q1,4,10
S0324,Q2,7,10
S0324,Q3,7,10
S0324,Q4,2,10
S0324,Q5,2,10
S0324,Q6,1,10
S0324,Q7,3,10
S0324,Q8,1,10
S0324,Q9,8,10
S0324,Q10,5,10
S0325,Q1,2,10
S0325,Q2,4,10
S0325,Q3,6,10
S0325,Q4,5,10
S0325,Q5,9,10
S0325,Q6,1,10
S0325,Q7,5,10
S0325,Q8,8,10
S0325,Q9,8,10
S0325,Q10,0,10
S0326,Q1,6,10
S0326,Q2,6,10
S0326,Q3,7,10
S0326,Q4,5,10
S0326,Q5,5,10
S0326,Q6,0,10
S0326,Q7,3,10
S0326,Q8,1,10
S0326,Q9,6,10
S0326,Q10,2,10
S0327,Q1,6,10
S0327,Q2,2,10
S0327,Q3,0,10
S0327,Q4,7,10
S0327,Q5,4,10
S0327,Q6,6,10
S0327,Q7,5,10
S0327,Q8,7,10
S0327,Q9,1,10
S0327,Q10,7,10
S0328,Q1,8,10
S0328,Q2,3,10
S0328,Q3,3,10
S0328,Q4,2,10
S0328,Q5,1,10
S0328,Q6,1,10
S0328,Q7,2,10
S0328,Q8,4,10
S0328,Q9,4,10
S0328,Q10,1,10
S0329,Q1,5,10
S0329,Q2,7,10
S0329,Q3,1,10
S0329,Q4,7,10
S0329,Q5,7,10
S0329,Q6,3,10
S0329,Q7,1,10
S0329,Q8,2,10
S0329,Q9,5,10
S0329,Q10,9,10
S0330,Q1,5,10
S0330,Q2,8,10
S0330,Q3,4,10
S0330,Q4,8,10
S0330,Q5,0,10
S0330,Q6,3,10
S0330,Q7,5,10
S0330,Q8,5,10
S0330,Q9,5,10
S0330,Q10,6,10
S0331,Q1,7,10
S0331,Q2,3,10
S0331,Q3,7,10
S0331,Q4,3,10
S0331,Q5,2,10
S0331,Q6,3,10
S0331,Q7,7,10
S0331,Q8,4,10
S0331,Q9,3,10
S0331,Q10,4,10
S0332,Q1,3,10
S0332,Q2,7,10
S0332,Q3,8,10
S0332,Q4,1,10
S0332,Q5,1,10
S0332,Q6,9,10
S0332,Q7,6,10
S0332,Q8,8,10
S0332,Q9,4,10
S0332,Q10,4,10
S0333,Q1,1,10
S0333,Q2,2,10
S0333,Q3,2,10
S0333,Q4,4,10
S0333,Q5,3,10
S0333,Q6,2,10
S0333,Q7,1,10
S0333,Q8,2,10
S0333,Q9,4,10
S0333,Q10,6,10
S0334,Q1,6,10
S0334,Q2,2,10
S0334,Q3,3,10
S0334,Q4,7,10
S0334,Q5,2,10
S0334,Q6,8,10
S0334,Q7,3,10
S0334,Q8,2,10
S0334,Q9,8,10
S0334,Q10,4,10
S0335,Q1,3,10
S0335,Q2,1,10
S0335,Q3,8,10
S0335,Q4,5,10
S0335,Q5,0,10
S0335,Q6,5,10
S0335,Q7,2,10
S0335,Q8,6,10
S0335,Q9,1,10
S0335,Q10,3,10
S0336,Q1,7,10
S0336,Q2,8,10
S0336,Q3,7,10
S0336,Q4,9,10
S0336,Q5,7,10
S0336,Q6,3,10
S0336,Q7,7,10
S0336,Q8,4,10
S0336,Q9,3,10
S0336,Q10,2,10
S0337,Q1,3,10
S0337,Q2,4,10
S0337,Q3,7,10
S0337,Q4,5,10
S0337,Q5,5,10
S0337,Q6,3,10
S0337,Q7,6,10
S0337,Q8,7,10
S0337,Q9,3,10
S0337,Q10,8,10
S0338,Q1,2,10
S0338,Q2,5,10
S0338,Q3,2,10
S0338,Q4,5,10
S0338,Q5,9,10
S0338,Q6,2,10
S0338,Q7,7,10
S0338,Q8,7,10
S0338,Q9,6,10
S0338,Q10,0,10
S0339,Q1,4,10
S0339,Q2,5,10
S0339,Q3,4,10
S0339,Q4,2,10
S0339,Q5,6,10
S0339,Q6,3,10
S0339,Q7,2,10
S0339,Q8,8,10
S0339,Q9,4,10
S0339,Q10,4,10
S0340,Q1,3,10
S0340,Q2,5,10
S0340,Q3,4,10
S0340,Q4,4,10
S0340,Q5,5,10
S0340,Q6,3,10
S0340,Q7,5,10
S0340,Q8,2,10
S0340,Q9,3,10
S0340,Q10,3,10
S0341,Q1,7,10
S0341,Q2,7,10
S0341,Q3,3,10
S0341,Q4,7,10
S0341,Q5,6,10
S0341,Q6,7,10
S0341,Q7,5,10
S0341,Q8,0,10
S0341,Q9,7,10
S0341,Q10,7,10
S0342,Q1,7,10
S0342,Q2,1,10
S0342,Q3,4,10
S0342,Q4,5,10
S0342,Q5,4,10
S0342,Q6,3,10
S0342,Q7,6,10
S0342,Q8,6,10
S0342,Q9,4,10
S0342,Q10,4,10
S0343,Q1,4,10
S0343,Q2,5,10
S0343,Q3,4,10
S0343,Q4,2,10
S0343,Q5,7,10
S0343,Q6,3,10
S0343,Q7,5,10
S0343,Q8,2,10
S0343,Q9,0,10
S0343,Q10,1,10
S0344,Q1,7,10
S0344,Q2,7,10
S0344,Q3,8,10
S0344,Q4,3,10
S0344,Q5,9,10
S0344,Q6,1,10
S0344,Q7,1,10
S0344,Q8,7,10
S0344,Q9,5,10
S0344,Q10,8,10
S0345,Q1,0,10
S0345,Q2,3,10
S0345,Q3,6,10
S0345,Q4,0,10
S0345,Q5,7,10
S0345,Q6,3,10
S0345,Q7,4,10
S0345,Q8,3,10
S0345,Q9,7,10
S0345,Q10,7,10
S0346,Q1,1,10
S0346,Q2,8,10
S0346,Q3,5,10
S0346,Q4,1,10
S0346,Q5,0,10
S0346,Q6,6,10
S0346,Q7,8,10
S0346,Q8,2,10
S0346,Q9,3,10
S0346,Q10,4,10
S0347,Q1,0,10
S0347,Q2,3,10
S0347,Q3,1,10
S0347,Q4,5,10
S0347,Q5,4,10
S0347,Q6,8,10
S0347,Q7,2,10
S0347,Q8,2,10
S0347,Q9,4,10
S0347,Q10,2,10
S0348,Q1,0,10
S0348,Q2,5,10
S0348,Q3,2,10
S0348,Q4,4,10
S0348,Q5,6,10
S0348,Q6,7,10
S0348,Q7,3,10
S0348,Q8,5,10
S0348,Q9,5,10
S0348,Q10,4,10
S0349,Q1,6,10
S0349,Q2,9,10
S0349,Q3,3,10
S0349,Q4,7,10
S0349,Q5,1,10
S0349,Q6,8,10
S0349,Q7,2,10
S0349,Q8,5,10
S0349,Q9,6,10
S0349,Q10,0,10
S0350,Q1,8,10
S0350,Q2,7,10
S0350,Q3,8,10
